title,description,url,duration,topic,difficulty_level
Cloud Computing Tutorial Part 2,This video covers advanced topics in Cloud Computing suitable for basic learners.,https://youtube.com/watch?v=cloud computing-tutorial-33,17.5,Cloud Computing,Basic
Blockchain Tutorial Part 2,This video covers advanced topics in Blockchain suitable for intermediate learners.,https://youtube.com/watch?v=blockchain-tutorial-34,20.0,Blockchain,Intermediate
App Development Tutorial Part 2,This video covers advanced topics in App Development suitable for advanced learners.,https://youtube.com/watch?v=app development-tutorial-35,22.5,App Development,Advanced
Programming Tutorial Part 2,This video covers advanced topics in Programming suitable for basic learners.,https://youtube.com/watch?v=programming-tutorial-36,25.0,Programming,Basic
Web Development Tutorial Part 2,This video covers advanced topics in Web Development suitable for intermediate learners.,https://youtube.com/watch?v=web development-tutorial-37,27.5,Web Development,Intermediate
AI Tutorial Part 2,This video covers advanced topics in AI suitable for advanced learners.,https://youtube.com/watch?v=ai-tutorial-38,30.0,AI,Advanced
Cloud Computing Tutorial Part 2,This video covers advanced topics in Cloud Computing suitable for basic learners.,https://youtube.com/watch?v=cloud computing-tutorial-39,32.5,Cloud Computing,Basic
Blockchain Tutorial Part 3,This video covers advanced topics in Blockchain suitable for intermediate learners.,https://youtube.com/watch?v=blockchain-tutorial-40,35.0,Blockchain,Intermediate
App Development Tutorial Part 3,This video covers advanced topics in App Development suitable for advanced learners.,https://youtube.com/watch?v=app development-tutorial-41,37.5,App Development,Advanced
Programming Tutorial Part 3,This video covers advanced topics in Programming suitable for basic learners.,https://youtube.com/watch?v=programming-tutorial-42,40.0,Programming,Basic
Web Development Tutorial Part 3,This video covers advanced topics in Web Development suitable for intermediate learners.,https://youtube.com/watch?v=web development-tutorial-43,42.5,Web Development,Intermediate
AI Tutorial Part 3,This video covers advanced topics in AI suitable for advanced learners.,https://youtube.com/watch?v=ai-tutorial-44,45.0,AI,Advanced
Cloud Computing Tutorial Part 3,This video covers advanced topics in Cloud Computing suitable for basic learners.,https://youtube.com/watch?v=cloud computing-tutorial-45,10.0,Cloud Computing,Basic
Blockchain Tutorial Part 3,This video covers advanced topics in Blockchain suitable for intermediate learners.,https://youtube.com/watch?v=blockchain-tutorial-46,12.5,Blockchain,Intermediate
App Development Tutorial Part 3,This video covers advanced topics in App Development suitable for advanced learners.,https://youtube.com/watch?v=app development-tutorial-47,15.0,App Development,Advanced
Programming Tutorial Part 3,This video covers advanced topics in Programming suitable for basic learners.,https://youtube.com/watch?v=programming-tutorial-48,17.5,Programming,Basic
Web Development Tutorial Part 3,This video covers advanced topics in Web Development suitable for intermediate learners.,https://youtube.com/watch?v=web development-tutorial-49,20.0,Web Development,Intermediate
AI Tutorial Part 3,This video covers advanced topics in AI suitable for advanced learners.,https://youtube.com/watch?v=ai-tutorial-50,22.5,AI,Advanced
Cloud Computing Tutorial Part 3,This video covers advanced topics in Cloud Computing suitable for basic learners.,https://youtube.com/watch?v=cloud computing-tutorial-51,25.0,Cloud Computing,Basic
Blockchain Tutorial Part 3,This video covers advanced topics in Blockchain suitable for intermediate learners.,https://youtube.com/watch?v=blockchain-tutorial-52,27.5,Blockchain,Intermediate
App Development Tutorial Part 3,This video covers advanced topics in App Development suitable for advanced learners.,https://youtube.com/watch?v=app development-tutorial-53,30.0,App Development,Advanced
Programming Tutorial Part 3,This video covers advanced topics in Programming suitable for basic learners.,https://youtube.com/watch?v=programming-tutorial-54,32.5,Programming,Basic
Web Development Tutorial Part 3,This video covers advanced topics in Web Development suitable for intermediate learners.,https://youtube.com/watch?v=web development-tutorial-55,35.0,Web Development,Intermediate
AI Tutorial Part 3,This video covers advanced topics in AI suitable for advanced learners.,https://youtube.com/watch?v=ai-tutorial-56,37.5,AI,Advanced
Cloud Computing Tutorial Part 3,This video covers advanced topics in Cloud Computing suitable for basic learners.,https://youtube.com/watch?v=cloud computing-tutorial-57,40.0,Cloud Computing,Basic
Blockchain Tutorial Part 3,This video covers advanced topics in Blockchain suitable for intermediate learners.,https://youtube.com/watch?v=blockchain-tutorial-58,42.5,Blockchain,Intermediate
App Development Tutorial Part 3,This video covers advanced topics in App Development suitable for advanced learners.,https://youtube.com/watch?v=app development-tutorial-59,45.0,App Development,Advanced
Programming Tutorial Part 4,This video covers advanced topics in Programming suitable for basic learners.,https://youtube.com/watch?v=programming-tutorial-60,10.0,Programming,Basic
Web Development Tutorial Part 4,This video covers advanced topics in Web Development suitable for intermediate learners.,https://youtube.com/watch?v=web development-tutorial-61,12.5,Web Development,Intermediate
AI Tutorial Part 4,This video covers advanced topics in AI suitable for advanced learners.,https://youtube.com/watch?v=ai-tutorial-62,15.0,AI,Advanced
Cloud Computing Tutorial Part 4,This video covers advanced topics in Cloud Computing suitable for basic learners.,https://youtube.com/watch?v=cloud computing-tutorial-63,17.5,Cloud Computing,Basic
Blockchain Tutorial Part 4,This video covers advanced topics in Blockchain suitable for intermediate learners.,https://youtube.com/watch?v=blockchain-tutorial-64,20.0,Blockchain,Intermediate
App Development Tutorial Part 4,This video covers advanced topics in App Development suitable for advanced learners.,https://youtube.com/watch?v=app development-tutorial-65,22.5,App Development,Advanced
Programming Tutorial Part 4,This video covers advanced topics in Programming suitable for basic learners.,https://youtube.com/watch?v=programming-tutorial-66,25.0,Programming,Basic
Web Development Tutorial Part 4,This video covers advanced topics in Web Development suitable for intermediate learners.,https://youtube.com/watch?v=web development-tutorial-67,27.5,Web Development,Intermediate
AI Tutorial Part 4,This video covers advanced topics in AI suitable for advanced learners.,https://youtube.com/watch?v=ai-tutorial-68,30.0,AI,Advanced
Cloud Computing Tutorial Part 4,This video covers advanced topics in Cloud Computing suitable for basic learners.,https://youtube.com/watch?v=cloud computing-tutorial-69,32.5,Cloud Computing,Basic
Blockchain Tutorial Part 4,This video covers advanced topics in Blockchain suitable for intermediate learners.,https://youtube.com/watch?v=blockchain-tutorial-70,35.0,Blockchain,Intermediate
App Development Tutorial Part 4,This video covers advanced topics in App Development suitable for advanced learners.,https://youtube.com/watch?v=app development-tutorial-71,37.5,App Development,Advanced
Programming Tutorial Part 4,This video covers advanced topics in Programming suitable for basic learners.,https://youtube.com/watch?v=programming-tutorial-72,40.0,Programming,Basic
Web Development Tutorial Part 4,This video covers advanced topics in Web Development suitable for intermediate learners.,https://youtube.com/watch?v=web development-tutorial-73,42.5,Web Development,Intermediate
AI Tutorial Part 4,This video covers advanced topics in AI suitable for advanced learners.,https://youtube.com/watch?v=ai-tutorial-74,45.0,AI,Advanced
Cloud Computing Tutorial Part 4,This video covers advanced topics in Cloud Computing suitable for basic learners.,https://youtube.com/watch?v=cloud computing-tutorial-75,10.0,Cloud Computing,Basic
Blockchain Tutorial Part 4,This video covers advanced topics in Blockchain suitable for intermediate learners.,https://youtube.com/watch?v=blockchain-tutorial-76,12.5,Blockchain,Intermediate
App Development Tutorial Part 4,This video covers advanced topics in App Development suitable for advanced learners.,https://youtube.com/watch?v=app development-tutorial-77,15.0,App Development,Advanced
Programming Tutorial Part 4,This video covers advanced topics in Programming suitable for basic learners.,https://youtube.com/watch?v=programming-tutorial-78,17.5,Programming,Basic
Web Development Tutorial Part 4,This video covers advanced topics in Web Development suitable for intermediate learners.,https://youtube.com/watch?v=web development-tutorial-79,20.0,Web Development,Intermediate
AI Tutorial Part 5,This video covers advanced topics in AI suitable for advanced learners.,https://youtube.com/watch?v=ai-tutorial-80,22.5,AI,Advanced
Cloud Computing Tutorial Part 5,This video covers advanced topics in Cloud Computing suitable for basic learners.,https://youtube.com/watch?v=cloud computing-tutorial-81,25.0,Cloud Computing,Basic
Blockchain Tutorial Part 5,This video covers advanced topics in Blockchain suitable for intermediate learners.,https://youtube.com/watch?v=blockchain-tutorial-82,27.5,Blockchain,Intermediate
App Development Tutorial Part 5,This video covers advanced topics in App Development suitable for advanced learners.,https://youtube.com/watch?v=app development-tutorial-83,30.0,App Development,Advanced
Programming Tutorial Part 5,This video covers advanced topics in Programming suitable for basic learners.,https://youtube.com/watch?v=programming-tutorial-84,32.5,Programming,Basic
Web Development Tutorial Part 5,This video covers advanced topics in Web Development suitable for intermediate learners.,https://youtube.com/watch?v=web development-tutorial-85,35.0,Web Development,Intermediate
AI Tutorial Part 5,This video covers advanced topics in AI suitable for advanced learners.,https://youtube.com/watch?v=ai-tutorial-86,37.5,AI,Advanced
Cloud Computing Tutorial Part 5,This video covers advanced topics in Cloud Computing suitable for basic learners.,https://youtube.com/watch?v=cloud computing-tutorial-87,40.0,Cloud Computing,Basic
Blockchain Tutorial Part 5,This video covers advanced topics in Blockchain suitable for intermediate learners.,https://youtube.com/watch?v=blockchain-tutorial-88,42.5,Blockchain,Intermediate
App Development Tutorial Part 5,This video covers advanced topics in App Development suitable for advanced learners.,https://youtube.com/watch?v=app development-tutorial-89,45.0,App Development,Advanced
Programming Tutorial Part 5,This video covers advanced topics in Programming suitable for basic learners.,https://youtube.com/watch?v=programming-tutorial-90,10.0,Programming,Basic
Web Development Tutorial Part 5,This video covers advanced topics in Web Development suitable for intermediate learners.,https://youtube.com/watch?v=web development-tutorial-91,12.5,Web Development,Intermediate
AI Tutorial Part 5,This video covers advanced topics in AI suitable for advanced learners.,https://youtube.com/watch?v=ai-tutorial-92,15.0,AI,Advanced
Cloud Computing Tutorial Part 5,This video covers advanced topics in Cloud Computing suitable for basic learners.,https://youtube.com/watch?v=cloud computing-tutorial-93,17.5,Cloud Computing,Basic
Blockchain Tutorial Part 5,This video covers advanced topics in Blockchain suitable for intermediate learners.,https://youtube.com/watch?v=blockchain-tutorial-94,20.0,Blockchain,Intermediate
App Development Tutorial Part 5,This video covers advanced topics in App Development suitable for advanced learners.,https://youtube.com/watch?v=app development-tutorial-95,22.5,App Development,Advanced
Programming Tutorial Part 5,This video covers advanced topics in Programming suitable for basic learners.,https://youtube.com/watch?v=programming-tutorial-96,25.0,Programming,Basic
Web Development Tutorial Part 5,This video covers advanced topics in Web Development suitable for intermediate learners.,https://youtube.com/watch?v=web development-tutorial-97,27.5,Web Development,Intermediate
AI Tutorial Part 5,This video covers advanced topics in AI suitable for advanced learners.,https://youtube.com/watch?v=ai-tutorial-98,30.0,AI,Advanced
Cloud Computing Tutorial Part 5,This video covers advanced topics in Cloud Computing suitable for basic learners.,https://youtube.com/watch?v=cloud computing-tutorial-99,32.5,Cloud Computing,Basic
Blockchain Tutorial Part 6,This video covers advanced topics in Blockchain suitable for intermediate learners.,https://youtube.com/watch?v=blockchain-tutorial-100,35.0,Blockchain,Intermediate
App Development Tutorial Part 6,This video covers advanced topics in App Development suitable for advanced learners.,https://youtube.com/watch?v=app development-tutorial-101,37.5,App Development,Advanced
Programming Tutorial Part 6,This video covers advanced topics in Programming suitable for basic learners.,https://youtube.com/watch?v=programming-tutorial-102,40.0,Programming,Basic
Web Development Tutorial Part 6,This video covers advanced topics in Web Development suitable for intermediate learners.,https://youtube.com/watch?v=web development-tutorial-103,42.5,Web Development,Intermediate
AI Tutorial Part 6,This video covers advanced topics in AI suitable for advanced learners.,https://youtube.com/watch?v=ai-tutorial-104,45.0,AI,Advanced
Cloud Computing Tutorial Part 6,This video covers advanced topics in Cloud Computing suitable for basic learners.,https://youtube.com/watch?v=cloud computing-tutorial-105,10.0,Cloud Computing,Basic
Blockchain Tutorial Part 6,This video covers advanced topics in Blockchain suitable for intermediate learners.,https://youtube.com/watch?v=blockchain-tutorial-106,12.5,Blockchain,Intermediate
App Development Tutorial Part 6,This video covers advanced topics in App Development suitable for advanced learners.,https://youtube.com/watch?v=app development-tutorial-107,15.0,App Development,Advanced
Programming Tutorial Part 6,This video covers advanced topics in Programming suitable for basic learners.,https://youtube.com/watch?v=programming-tutorial-108,17.5,Programming,Basic
Web Development Tutorial Part 6,This video covers advanced topics in Web Development suitable for intermediate learners.,https://youtube.com/watch?v=web development-tutorial-109,20.0,Web Development,Intermediate
AI Tutorial Part 6,This video covers advanced topics in AI suitable for advanced learners.,https://youtube.com/watch?v=ai-tutorial-110,22.5,AI,Advanced
Cloud Computing Tutorial Part 6,This video covers advanced topics in Cloud Computing suitable for basic learners.,https://youtube.com/watch?v=cloud computing-tutorial-111,25.0,Cloud Computing,Basic
Blockchain Tutorial Part 6,This video covers advanced topics in Blockchain suitable for intermediate learners.,https://youtube.com/watch?v=blockchain-tutorial-112,27.5,Blockchain,Intermediate
App Development Tutorial Part 6,This video covers advanced topics in App Development suitable for advanced learners.,https://youtube.com/watch?v=app development-tutorial-113,30.0,App Development,Advanced
Programming Tutorial Part 6,This video covers advanced topics in Programming suitable for basic learners.,https://youtube.com/watch?v=programming-tutorial-114,32.5,Programming,Basic
Web Development Tutorial Part 6,This video covers advanced topics in Web Development suitable for intermediate learners.,https://youtube.com/watch?v=web development-tutorial-115,35.0,Web Development,Intermediate
AI Tutorial Part 6,This video covers advanced topics in AI suitable for advanced learners.,https://youtube.com/watch?v=ai-tutorial-116,37.5,AI,Advanced
Cloud Computing Tutorial Part 6,This video covers advanced topics in Cloud Computing suitable for basic learners.,https://youtube.com/watch?v=cloud computing-tutorial-117,40.0,Cloud Computing,Basic
Blockchain Tutorial Part 6,This video covers advanced topics in Blockchain suitable for intermediate learners.,https://youtube.com/watch?v=blockchain-tutorial-118,42.5,Blockchain,Intermediate
App Development Tutorial Part 6,This video covers advanced topics in App Development suitable for advanced learners.,https://youtube.com/watch?v=app development-tutorial-119,45.0,App Development,Advanced
Programming Tutorial Part 7,This video covers advanced topics in Programming suitable for basic learners.,https://youtube.com/watch?v=programming-tutorial-120,10.0,Programming,Basic
Web Development Tutorial Part 7,This video covers advanced topics in Web Development suitable for intermediate learners.,https://youtube.com/watch?v=web development-tutorial-121,12.5,Web Development,Intermediate
AI Tutorial Part 7,This video covers advanced topics in AI suitable for advanced learners.,https://youtube.com/watch?v=ai-tutorial-122,15.0,AI,Advanced
Cloud Computing Tutorial Part 7,This video covers advanced topics in Cloud Computing suitable for basic learners.,https://youtube.com/watch?v=cloud computing-tutorial-123,17.5,Cloud Computing,Basic
Blockchain Tutorial Part 7,This video covers advanced topics in Blockchain suitable for intermediate learners.,https://youtube.com/watch?v=blockchain-tutorial-124,20.0,Blockchain,Intermediate
App Development Tutorial Part 7,This video covers advanced topics in App Development suitable for advanced learners.,https://youtube.com/watch?v=app development-tutorial-125,22.5,App Development,Advanced
Programming Tutorial Part 7,This video covers advanced topics in Programming suitable for basic learners.,https://youtube.com/watch?v=programming-tutorial-126,25.0,Programming,Basic
Web Development Tutorial Part 7,This video covers advanced topics in Web Development suitable for intermediate learners.,https://youtube.com/watch?v=web development-tutorial-127,27.5,Web Development,Intermediate
AI Tutorial Part 7,This video covers advanced topics in AI suitable for advanced learners.,https://youtube.com/watch?v=ai-tutorial-128,30.0,AI,Advanced
Cloud Computing Tutorial Part 7,This video covers advanced topics in Cloud Computing suitable for basic learners.,https://youtube.com/watch?v=cloud computing-tutorial-129,32.5,Cloud Computing,Basic
Blockchain Tutorial Part 7,This video covers advanced topics in Blockchain suitable for intermediate learners.,https://youtube.com/watch?v=blockchain-tutorial-130,35.0,Blockchain,Intermediate
App Development Tutorial Part 7,This video covers advanced topics in App Development suitable for advanced learners.,https://youtube.com/watch?v=app development-tutorial-131,37.5,App Development,Advanced
Programming Tutorial Part 7,This video covers advanced topics in Programming suitable for basic learners.,https://youtube.com/watch?v=programming-tutorial-132,40.0,Programming,Basic
Web Development Tutorial Part 7,This video covers advanced topics in Web Development suitable for intermediate learners.,https://youtube.com/watch?v=web development-tutorial-133,42.5,Web Development,Intermediate
AI Tutorial Part 7,This video covers advanced topics in AI suitable for advanced learners.,https://youtube.com/watch?v=ai-tutorial-134,45.0,AI,Advanced
Cloud Computing Tutorial Part 7,This video covers advanced topics in Cloud Computing suitable for basic learners.,https://youtube.com/watch?v=cloud computing-tutorial-135,10.0,Cloud Computing,Basic
Blockchain Tutorial Part 7,This video covers advanced topics in Blockchain suitable for intermediate learners.,https://youtube.com/watch?v=blockchain-tutorial-136,12.5,Blockchain,Intermediate
App Development Tutorial Part 7,This video covers advanced topics in App Development suitable for advanced learners.,https://youtube.com/watch?v=app development-tutorial-137,15.0,App Development,Advanced
Programming Tutorial Part 7,This video covers advanced topics in Programming suitable for basic learners.,https://youtube.com/watch?v=programming-tutorial-138,17.5,Programming,Basic
Web Development Tutorial Part 7,This video covers advanced topics in Web Development suitable for intermediate learners.,https://youtube.com/watch?v=web development-tutorial-139,20.0,Web Development,Intermediate
AI Tutorial Part 8,This video covers advanced topics in AI suitable for advanced learners.,https://youtube.com/watch?v=ai-tutorial-140,22.5,AI,Advanced
Cloud Computing Tutorial Part 8,This video covers advanced topics in Cloud Computing suitable for basic learners.,https://youtube.com/watch?v=cloud computing-tutorial-141,25.0,Cloud Computing,Basic
Blockchain Tutorial Part 8,This video covers advanced topics in Blockchain suitable for intermediate learners.,https://youtube.com/watch?v=blockchain-tutorial-142,27.5,Blockchain,Intermediate
App Development Tutorial Part 8,This video covers advanced topics in App Development suitable for advanced learners.,https://youtube.com/watch?v=app development-tutorial-143,30.0,App Development,Advanced
Programming Tutorial Part 8,This video covers advanced topics in Programming suitable for basic learners.,https://youtube.com/watch?v=programming-tutorial-144,32.5,Programming,Basic
Web Development Tutorial Part 8,This video covers advanced topics in Web Development suitable for intermediate learners.,https://youtube.com/watch?v=web development-tutorial-145,35.0,Web Development,Intermediate
AI Tutorial Part 8,This video covers advanced topics in AI suitable for advanced learners.,https://youtube.com/watch?v=ai-tutorial-146,37.5,AI,Advanced
Cloud Computing Tutorial Part 8,This video covers advanced topics in Cloud Computing suitable for basic learners.,https://youtube.com/watch?v=cloud computing-tutorial-147,40.0,Cloud Computing,Basic
Blockchain Tutorial Part 8,This video covers advanced topics in Blockchain suitable for intermediate learners.,https://youtube.com/watch?v=blockchain-tutorial-148,42.5,Blockchain,Intermediate
App Development Tutorial Part 8,This video covers advanced topics in App Development suitable for advanced learners.,https://youtube.com/watch?v=app development-tutorial-149,45.0,App Development,Advanced
Programming Tutorial Part 8,This video covers advanced topics in Programming suitable for basic learners.,https://youtube.com/watch?v=programming-tutorial-150,10.0,Programming,Basic
Web Development Tutorial Part 8,This video covers advanced topics in Web Development suitable for intermediate learners.,https://youtube.com/watch?v=web development-tutorial-151,12.5,Web Development,Intermediate
AI Tutorial Part 8,This video covers advanced topics in AI suitable for advanced learners.,https://youtube.com/watch?v=ai-tutorial-152,15.0,AI,Advanced
Cloud Computing Tutorial Part 8,This video covers advanced topics in Cloud Computing suitable for basic learners.,https://youtube.com/watch?v=cloud computing-tutorial-153,17.5,Cloud Computing,Basic
Blockchain Tutorial Part 8,This video covers advanced topics in Blockchain suitable for intermediate learners.,https://youtube.com/watch?v=blockchain-tutorial-154,20.0,Blockchain,Intermediate
App Development Tutorial Part 8,This video covers advanced topics in App Development suitable for advanced learners.,https://youtube.com/watch?v=app development-tutorial-155,22.5,App Development,Advanced
Programming Tutorial Part 8,This video covers advanced topics in Programming suitable for basic learners.,https://youtube.com/watch?v=programming-tutorial-156,25.0,Programming,Basic
Web Development Tutorial Part 8,This video covers advanced topics in Web Development suitable for intermediate learners.,https://youtube.com/watch?v=web development-tutorial-157,27.5,Web Development,Intermediate
AI Tutorial Part 8,This video covers advanced topics in AI suitable for advanced learners.,https://youtube.com/watch?v=ai-tutorial-158,30.0,AI,Advanced
Cloud Computing Tutorial Part 8,This video covers advanced topics in Cloud Computing suitable for basic learners.,https://youtube.com/watch?v=cloud computing-tutorial-159,32.5,Cloud Computing,Basic
Blockchain Tutorial Part 9,This video covers advanced topics in Blockchain suitable for intermediate learners.,https://youtube.com/watch?v=blockchain-tutorial-160,35.0,Blockchain,Intermediate
App Development Tutorial Part 9,This video covers advanced topics in App Development suitable for advanced learners.,https://youtube.com/watch?v=app development-tutorial-161,37.5,App Development,Advanced
Programming Tutorial Part 9,This video covers advanced topics in Programming suitable for basic learners.,https://youtube.com/watch?v=programming-tutorial-162,40.0,Programming,Basic
Web Development Tutorial Part 9,This video covers advanced topics in Web Development suitable for intermediate learners.,https://youtube.com/watch?v=web development-tutorial-163,42.5,Web Development,Intermediate
AI Tutorial Part 9,This video covers advanced topics in AI suitable for advanced learners.,https://youtube.com/watch?v=ai-tutorial-164,45.0,AI,Advanced
Cloud Computing Tutorial Part 9,This video covers advanced topics in Cloud Computing suitable for basic learners.,https://youtube.com/watch?v=cloud computing-tutorial-165,10.0,Cloud Computing,Basic
Blockchain Tutorial Part 9,This video covers advanced topics in Blockchain suitable for intermediate learners.,https://youtube.com/watch?v=blockchain-tutorial-166,12.5,Blockchain,Intermediate
App Development Tutorial Part 9,This video covers advanced topics in App Development suitable for advanced learners.,https://youtube.com/watch?v=app development-tutorial-167,15.0,App Development,Advanced
Programming Tutorial Part 9,This video covers advanced topics in Programming suitable for basic learners.,https://youtube.com/watch?v=programming-tutorial-168,17.5,Programming,Basic
Web Development Tutorial Part 9,This video covers advanced topics in Web Development suitable for intermediate learners.,https://youtube.com/watch?v=web development-tutorial-169,20.0,Web Development,Intermediate
AI Tutorial Part 9,This video covers advanced topics in AI suitable for advanced learners.,https://youtube.com/watch?v=ai-tutorial-170,22.5,AI,Advanced
Cloud Computing Tutorial Part 9,This video covers advanced topics in Cloud Computing suitable for basic learners.,https://youtube.com/watch?v=cloud computing-tutorial-171,25.0,Cloud Computing,Basic
Blockchain Tutorial Part 9,This video covers advanced topics in Blockchain suitable for intermediate learners.,https://youtube.com/watch?v=blockchain-tutorial-172,27.5,Blockchain,Intermediate
App Development Tutorial Part 9,This video covers advanced topics in App Development suitable for advanced learners.,https://youtube.com/watch?v=app development-tutorial-173,30.0,App Development,Advanced
Programming Tutorial Part 9,This video covers advanced topics in Programming suitable for basic learners.,https://youtube.com/watch?v=programming-tutorial-174,32.5,Programming,Basic
Web Development Tutorial Part 9,This video covers advanced topics in Web Development suitable for intermediate learners.,https://youtube.com/watch?v=web development-tutorial-175,35.0,Web Development,Intermediate
AI Tutorial Part 9,This video covers advanced topics in AI suitable for advanced learners.,https://youtube.com/watch?v=ai-tutorial-176,37.5,AI,Advanced
Cloud Computing Tutorial Part 9,This video covers advanced topics in Cloud Computing suitable for basic learners.,https://youtube.com/watch?v=cloud computing-tutorial-177,40.0,Cloud Computing,Basic
Blockchain Tutorial Part 9,This video covers advanced topics in Blockchain suitable for intermediate learners.,https://youtube.com/watch?v=blockchain-tutorial-178,42.5,Blockchain,Intermediate
App Development Tutorial Part 9,This video covers advanced topics in App Development suitable for advanced learners.,https://youtube.com/watch?v=app development-tutorial-179,45.0,App Development,Advanced
Programming Tutorial Part 10,This video covers advanced topics in Programming suitable for basic learners.,https://youtube.com/watch?v=programming-tutorial-180,10.0,Programming,Basic
Web Development Tutorial Part 10,This video covers advanced topics in Web Development suitable for intermediate learners.,https://youtube.com/watch?v=web development-tutorial-181,12.5,Web Development,Intermediate
